id_coddep_codecommune,code_departement,code_commune,code_postal,nom_commune,population
44183,44,183,44350,SAINT MOLF,2775
59603,59,603,59125,TRITH-ST-LEGER,6380
62744,62,744,62223,SAINTE-CATHERINE,3620
64335,64,335,64230,LESCAR,10084
69024,69,24,69620,VAL D'OINGT,4225
69154,69,154,69290,POLLIONNAY,2898
69235,69,235,69560,SAINT ROMAIN EN GAL,2073
74108,74,108,74410,DUINGT,1015
74241,74,241,74490,SAINT-JEOIRE,3471
77369,77,369,77470,POINCY,736
77433,77,433,77120,BEAUTHEIL-SAINTS,2026
83001,83,1,83600,LES ADRETS DE L ESTEREL,2858
83083,83,83,83570,MONTFORT SUR ARGENS,1446
83104,83,104,83560,RIANS,4363
84004,84,4,84810,AUBIGNAN,5872
84118,84,118,84490,SAINT-SATURNIN LES APT,2948
84144,84,144,84750,VIENS,659
85152,85,152,85150,LES ACHARDS,5379
91376,91,376,91630,MAROLLES-EN-HUREPOIX,5664
01142,01,142,1120,DAGNEUX,4834
03310,03,310,3200,VICHY,25302
04244,04,244,4290,VOLONNE,1678
29031,29,31,29360,CLOHARS CARNOET,4642
30006,30,6,30470,AIMARGUES,5770
31429,31,429,31450,POMPERTUZAT,2345
32096,32,96,32150,CAZAUBON,1690
34180,34,180,34800,NEBIAN,1460
44084,44,84,44430,LOROUX-BOTTEREAU (LE),8532
44144,44,144,44440,RIAILLE,2416
44189,44,189,44160,SAINTE-REINE-DE-BRETAGNE,2431
45248,45,248,45310,PATAY,2281
54580,54,580,54190,VILLERUPT,10111
59352,59,352,59126,LINSELLES,8372
60666,60,666,60950,VER SUR LAUNETTE,1161
64237,64,237,64110,GELOS,3784
64269,64,269,64320,IDRON,5064
64410,64,410,64150,MOURENX,6302
69288,69,288,69720,SAINT-LAURENT-DE-MURE,5525
74169,74,169,74460,MARNAZ,5758
76216,76,216,76250,DEVILLE-LES-ROUEN,10729
77447,77,447,77240,SEINE-PORT,1901
77521,77,521,77580,VILLIERS-SUR-MORIN,1981
80010,80,10,80250,AILLY-SUR-NOYE,2864
83067,83,67,83590,GONFARON,4389
85278,85,278,85520,SAINT-VINCENT-SUR-JARD,1334
88445,88,445,88580,SAULCY-SUR-MEURTHE,2384
91080,91,80,91590,BOISSY-LE-CUTTE,1355
95270,95,270,95420,GENAINVILLE,560
03095,03,95,3300,CUSSET,12955
04069,04,69,4120,DEMANDOLX,138
17019,17,19,17590,ARS-EN-RE,1326
29103,29,103,29800,LANDERNEAU,16532
30132,30,132,30110,LA GRAND COMBE,5094
40282,40,282,40500,SAINT-SEVER,4986
74089,74,89,74700,CORDON,1010
02755,02,755,2000,URCEL,599
05065,05,65,5600,GUILLESTRE,2397
26008,26,8,26200,ANCONE,1398
26301,26,301,26260,SAINT-DONAT-SUR-L HERBASSE,4338
26333,26,333,26240,SAINT VALLIER,4112
31169,31,169,31750,ESCALQUENS,7129
31526,31,526,31880,LA SALVETAT ST GILLES,8668
40217,40,217,40160,PARENTIS EN BORN,6900
44203,44,203,44360,LE TEMPLE DE BRETAGNE,2045
45046,45,46,45140,BOULAY-LES-BARRES,1071
54383,54,383,54360,MONT-SUR-MEURTHE,1128
55043,55,43,55430,BELLEVILLE SUR MEUSE,3093
55545,55,545,55100,VERDUN,17906
62128,62,128,62118,BIACHE-SAINT-VAAST,4352
69194,69,194,69370,SAINT-DIDIER-AU-MONT-D OR,7164
69249,69,249,69510,THURINS,3116
69293,69,293,69580,SATHONAY-VILLAGE,2417
73029,73,29,73000,BARBERAZ,5140
78233,78,233,78810,FEUCHEROLLES,3124
80826,80,826,80460,WOIGNARUE,808
85151,85,151,85290,MORTAGNE-SUR-SEVRE,6227
16341,16,341,16470,SAINT-MICHEL,3257
18157,18,157,18570,MORTHOMIERS,787
22118,22,118,22100,LANVALLAY,4291
26250,26,250,26600,PONT DE L ISERE,3622
2A212,2A,212,20115,PIANA,477
34037,34,37,34760,BOUJAN-SUR-LIBRON,3423
38347,38,347,38940,ROYBON,1159
38377,38,377,38110,SAINT-CLAIR-DE-LA-TOUR,3515
40036,40,36,40230,BENESSE-MAREMNE,3753
40243,40,243,40370,RION-DES-LANDES,3065
42232,42,232,42370,SAINT-HAON-LE-CHATEL,648
43012,43,12,43110,AUREC-SUR-LOIRE,6225
56003,56,3,56610,ARRADON,5567
60367,60,367,60240,LOCONVILLE,341
62609,62,609,62580,NEUVILLE-ST-VAAST,1608
69250,69,250,69890,LA TOUR DE SALVAGNY,4216
70026,70,26,70100,ARC-LES-GRAY,2559
76474,76,474,76960,NOTRE-DAME-DE-BONDEVILLE,7061
78565,78,565,78790,SAINT-MARTIN-DES-CHAMPS,312
83008,83,8,83600,BAGNOLS-EN-FORET,2921
84012,84,12,84190,BEAUMES-DE-VENISE,2437
88442,88,442,88120,SAPOIS,644
91666,91,666,91140,VILLEJUST,2443
01248,01,248,1390,MIONNAY,2251
06042,06,42,6420,CLANS,677
08043,08,43,8200,BALAN,1652
22160,22,160,22400,NOYAL,964
26218,26,218,26540,MOURS-SAINT-EUSEBE,3285
27660,27,660,27270,LA TRINITE DE REVILLE,239
29022,29,22,29570,CAMARET-SUR-MER,2521
29239,29,239,29680,ROSCOFF,3574
30028,30,28,30200,BAGNOLS SUR CEZE,18449
32147,32,147,32200,GIMONT,3085
32160,32,160,32600,L ISLE JOURDAIN,9294
33213,33,213,33650,LA BREDE,4911
35177,35,177,35520,LA MEZIERE,5092
38408,38,408,38540,SAINT-JUST-CHALEYSSIN,2717
38538,38,538,38420,LE VERSOUD,4997
51028,51,28,51160,AVENAY-VAL-D'OR,1043
54076,54,76,54360,BLAINVILLE-SUR-L EAU,4019
54162,54,162,54119,DOMGERMAIN,1178
59284,59,284,59178,HASNON,3949
60325,60,325,60880,JAUX,2364
62571,62,571,62155,MERLIMONT,3471
62895,62,895,62410,WINGLES,8820
65002,65,2,65100,ADE,836
65465,65,465,65170,VIELLE-AURE,335
69136,69,136,69700,MONTAGNY,3173
72241,72,241,72450,MONTFORT-LE-GESNOIS,2979
73013,73,13,73300,ALBIEZ-MONTROND,375
74006,74,6,74350,ALLONZIER-LA-CAILLE,2221
74007,74,7,74800,AMANCY,2793
77177,77,177,77220,FAVIERES,1145
77335,77,335,77124,CHAUCONIN-NEUFMONTIERS,3582
77462,77,462,77230,THIEUX,874
78644,78,644,78320,VERRIERE (LA),6465
79130,79,130,79270,FRONTENAY-ROHAN-ROHAN,2998
89025,89,25,89200,AVALLON,6682
91017,91,17,91470,ANGERVILLIERS,1749
91671,91,671,91580,VILLENEUVE-SUR-AUVERS,611
95651,95,651,95510,VETHEUIL,903
01450,01,450,1800,VILLIEU-LOYES-MOLLON,3784
28359,28,359,28380,ST REMY SUR AVRE,4087
2A119,2A,119,20157,FRASSETO,140
30309,30,309,30260,SARDAN,338
35130,35,130,35630,HEDE-BAZOUGES,2301
51663,51,663,51530,MAGENTA,1712
69080,69,80,69700,ECHALAS,1917
76114,76,114,76210,BOLBEC,11746
77238,77,238,77640,JOUARRE,4390
84009,84,9,84240,LA BASTIDE DES JOURDANS,1709
85298,85,298,85150,VAIRE,1775
88116,88,116,88310,CORNIMONT,3182
95116,95,116,95820,BRUYERES-SUR-OISE,4381
95509,95,509,95380,PUISEUX-EN-FRANCE,3595
14243,14,243,14600,EQUEMAUVILLE,1593
30017,30,17,30770,ARRIGAS,212
51649,51,649,51300,VITRY LE FRANCOIS,11627
88347,88,347,88270,PIERREFITTE,119
09160,09,160,9300,LAVELANET,6196
13027,13,27,13160,CHATEAURENARD,16315
22020,22,20,22250,BROONS,2970
26347,26,347,26600,TAIN L HERMITAGE,6312
33555,33,555,33380,MARCHEPRIME,5073
43007,43,7,43200,ARAULES,619
54257,54,257,54180,HEILLECOURT,5486
60173,60,173,60660,CRAMOISY,822
60450,60,450,60530,NEUILLY EN THELLE,4014
69036,69,36,69220,CERCIE,1160
74112,74,112,74330,EPAGNY METZ-TESSY,8394
77062,77,62,77400,CARNETIN,465
77531,77,531,77940,VOULX,1687
83148,83,148,83550,VIDAUBAN,12760
84043,84,43,84320,ENTRAIGUES-SUR-LA-SORGUE,8718
02680,02,680,2410,SAINT GOBAIN,2331
06023,06,23,6540,BREIL-SUR-ROYA,2189
06113,06,113,6500,SAINTE-AGNES,1360
22143,22,143,22550,MATIGNON,1720
25047,25,47,25110,BAUME LES DAMES,5151
27016,27,16,27700,LES ANDELYS,8210
27165,27,165,27190,CONCHES EN OUCHE,5060
43040,43,40,43100,BRIOUDE,6934
49140,49,140,49590,FONTEVRAUD L ABBAYE,1553
49343,49,343,49280,LA TESSOUALLE,3262
54459,54,459,54630,RICHARDMENIL,2354
60398,60,398,60530,LE MESNIL EN THELLE,2237
64374,64,374,64230,MAZEROLLES,1158
64416,64,416,64190,NAVARRENX,1075
66187,66,187,66220,SAINT-PAUL-DE-FENOUILLET,1808
69173,69,173,69490,SARCEY,1041
69268,69,268,69390,VOURLES,3458
77081,77,81,77390,CHAMPDEUIL,735
83043,83,43,83610,COLLOBRIERES,1963
83121,83,121,83690,SALERNES,3838
84070,84,70,84570,MALEMORT-DU-COMTAT,1911
84074,84,74,84360,MERINDOL,2226
88101,88,101,88460,CHENIMENIL,1260
88486,88,486,88120,VAGNEY,4019
972201,972,201,97216,AJOUPA BOUILLON,1787
06109,06,109,6670,LA ROQUETTE SUR VAR,954
29042,29,42,29160,CROZON,7605
2A103,2A,103,20167,CUTTOLI-CORTICCHIATO,2050
30350,30,350,30120,LE VIGAN,3890
31358,31,358,31380,MONTASTRUC LA CONSEILLERE,3677
38181,38,181,38570,GONCELIN,2512
43153,43,153,43330,PONT-SALOMON,1932
47031,47,31,47550,BOE,5725
60575,60,575,60730,STE GENEVIEVE,3388
62785,62,785,62690,SAVY-BERLETTE,1080
69043,69,43,69630,CHAPONOST,9019
74088,74,88,74350,COPPONEX,1217
74250,74,250,74800,SAINT-PIERRE-EN-FAUCIGNY,7230
77001,77,1,77760,ACHERES-LA-FORET,1171
77221,77,221,77600,GUERMANTES,1168
78043,78,43,78870,BAILLY,3873
84030,84,30,84330,CAROMB,3457
972222,972,222,97231,ROBERT,22096
05079,05,79,5220,LE MONETIER-LES-BAINS,1083
10265,10,265,10420,LES NOES PRES TROYES,3313
11106,11,106,11110,COURSAN,5921
17449,17,449,17430,TONNAY CHARENTE,8236
19272,19,272,19000,TULLE,15475
21231,21,231,21000,DIJON,161380
26322,26,322,26770,SAINT-PANTALEON-LES-VIGNES,442
27679,27,679,27130,VERNEUIL D'AVRE ET D'ITON,7978
30255,30,255,30190,SAINT-GENIES-DE-MALGOIRES,3084
33109,33,109,33640,CASTRES GIRONDE,2410
34249,34,249,34160,SAINT-DREZERY,2793
38528,38,528,38410,VAULNAVEYS-LE-BAS,1351
44213,44,213,44370,LOIREAUXENCE,7607
48198,48,198,48800,VILLEFORT,560
49377,49,377,49140,RIVES-DU-LOIR-EN-ANJOU,5745
54138,54,138,54400,COSNES-ET-ROMAIN,2797
54526,54,526,54510,TOMBLAINE,9145
60489,60,489,60440,PEROY LES GOMBRIES,1188
69126,69,126,69480,MARCY,796
76640,76,640,76320,SAINT PIERRE LES ELBEUF,8354
76752,76,752,76760,YERVILLE,2535
95328,95,328,95690,LABBEVILLE,650
972230,972,230,97220,TRINITE,12177
02064,02,64,2200,BELLEU,3885
02738,02,738,2700,TERGNIER,13788
06031,06,31,6340,CANTARON,1311
07255,07,255,7000,ST JULIEN EN ST ALBAN,1499
07268,07,268,7700,SAINT-MARTIN-D' ARDECHE,961
17168,17,168,17450,FOURAS,4009
28113,28,113,28210,COULOMBS,1375
28334,28,334,28200,ST DENIS-LANNERAY,2249
29189,29,189,29470,PLOUGASTEL-DAOULAS,13526
30075,30,75,30820,CAVEIRAC,4420
30325,30,325,30440,SUMENE,1422
33241,33,241,33550,LESTIAC-SUR-GARONNE,579
35131,35,131,35590,L'HERMITAGE,4710
35239,35,239,35240,RETIERS,4534
37151,37,151,37390,LA MEMBROLLE-SUR-CHOISILLE,3362
38383,38,383,38960,SAINT-ETIENNE-DE-CROSSEY,2703
38387,38,387,38590,SAINT-GEOIRS,519
39047,39,47,39400,BELLEFONTAINE,543
44185,44,185,44460,SAINT-NICOLAS-DE-REDON,3311
47069,47,69,47450,COLAYRAC ST CIRQ,3162
54252,54,252,54740,HAROUE,512
54432,54,432,54550,PONT-SAINT-VINCENT,1882
56094,56,94,56700,KERVIGNAC,7002
56168,56,168,56340,PLOUHARNEL,2262
62498,62,498,62300,LENS,31648
63098,63,98,63680,CHASTREIX,231
64467,64,467,64110,RONTIGNON,865
64511,64,511,64230,SAUVAGNON,3497
66082,66,82,66210,FORMIGUERES,509
71306,71,306,71300,MONTCEAU LES MINES,17986
76406,76,406,76400,MANIQUERVILLE,427
83026,83,26,83340,CABASSE,1987
86041,86,41,86180,BUXEROLLES,10199
88178,88,178,88390,LES FORGES,1902
89267,89,267,89420,MONTREAL,183
91560,91,560,91940,SAINT-JEAN-DE-BEAUREGARD,494
94048,94,48,94440,MAROLLES-EN-BRIE,4888
972210,972,210,97240,FRANCOIS,16190
05017,05,17,5230,LA BATIE NEUVE,2619
09225,09,225,9100,PAMIERS,16137
10102,10,102,10200,COLOMBE LA FOSSE,193
26037,26,37,26760,BEAUMONT LES VALENCE,4069
77077,77,77,77910,CHAMBRY,1005
89100,89,100,89690,CHEROY,1692
56176,56,176,56400,PLUNERET,6045
28220,28,220,28600,LUISANT,7009
2A312,2A,312,20190,SANTA-MARIA-SICHE,413
33466,33,466,33750,SAINT-QUENTIN-DE-BARON,2591
33473,33,473,33920,SAINT-SAVIN,3287
38194,38,194,38140,IZEAUX,2172
38537,38,537,38290,LA VERPILLIERE,7381
51196,51,196,51530,CRAMANT,893
59299,59,299,59510,HEM,18810
69056,69,56,69380,CHESSY,2159
72269,72,269,72120,SAINT CALAIS,3439
76005,76,5,76920,AMFREVILLE-LA-MIVOIE,3337
79049,79,49,79300,BRESSUIRE,20847
84124,84,124,84800,SAUMANE-DE-VAUCLUSE,962
88358,88,358,88550,POUXEUX,2015
88415,88,415,88200,ST-ETIENNE-LES-REMIREMONT,3927
04022,04,22,4330,BARREME,425
31056,31,56,31700,BEAUZELLE,7056
37031,37,31,37140,BOURGUEIL,3971
43268,43,268,43200,YSSINGEAUX,7703
44052,44,52,44480,DONGES,8246
59482,59,482,59890,QUESNOY SUR DEULE,6993
71137,71,137,71250,CLUNY,5176
74212,74,212,74130,GLIERES-VAL-DE-BORNE,1844
76095,76,95,76420,BIHOREL,8430
77317,77,317,77720,MORMANT,5050
78193,78,193,78720,DAMPIERRE-EN-YVELINES,1037
78238,78,238,78410,FLINS-SUR-SEINE,2458
91016,91,16,91670,ANGERVILLE,4423
01158,01,158,1550,FARGES,1065
19275,19,275,19200,USSEL,9726
25254,25,254,25300,LES FOURGS,1436
30260,30,260,30210,SAINT-HILAIRE-D OZILHAN,1102
30317,30,317,30210,SERNHAC,1781
38011,38,11,38280,ANTHON,1090
38053,38,53,38300,BOURGOIN-JALLIEU,29443
38100,38,100,38570,LE CHEYLAS,2571
38193,38,193,38080,L'ISLE-D'ABEAU,16902
43025,43,25,43590,BEAUZAC,3036
47195,47,195,47600,NERAC,7344
56164,56,164,56880,PLOEREN,6857
63285,63,285,63230,PONTGIBAUD,779
66154,66,154,66210,PUYVALADOR,64
71475,71,475,71100,SAINT-REMY,6772
84037,84,37,84230,CHATEAUNEUF-DU-PAPE,2085
88262,88,262,88600,LAVELINE-DEVANT-BRUYERES,594
05085,05,85,5100,MONTGENEVRE,468
05111,05,111,5200,PUY-SANIERES,282
05164,05,164,5160,SAVINES-LE-LAC,1118
08053,08,53,8140,BAZEILLES,2642
14557,14,557,14800,SAINT-ARNOULT,1144
30174,30,174,30700,MONTAREN-ET-SAINT-MEDIERS,1440
38002,38,2,38190,LES ADRETS,1073
38020,38,20,38142,AURIS,187
44025,44,25,44750,CAMPBON,4026
64493,64,493,64120,SAINT-PALAIS,1908
66024,66,24,66160,LE BOULOU,5333
77374,77,374,77135,PONTCARRE,2204
77458,77,458,77460,SOUPPES-SUR-LOING,5485
95149,95,149,95270,CHAUMONTEL,3295
95241,95,241,95190,FONTENAY-EN-PARISIS,2023
972212,972,212,97213,GROS MORNE,9777
09105,09,105,9350,DAUMAZAN-SUR-ARIZE,719
71040,71,40,71450,BLANZY,6200
02305,02,305,2130,FERE EN TARDENOIS,3056
30010,30,10,30140,ANDUZE,3368
33433,33,433,33450,SAINT LOUBES,10017
72299,72,299,72220,SAINT MARS D OUTILLE,2473
80620,80,620,80200,PERONNE,7784
80721,80,721,80230,SAINT-VALERY-SUR-SOMME,2510
89414,89,414,89260,THORIGNY-SUR-OREUSE,1447
35284,35,284,35430,SAINT-JOUAN-DES-GUERETS,2754
45004,45,4,45200,AMILLY,13823
50099,50,99,50500,CARENTAN LES MARAIS,10233
54549,54,549,54110,VARANGEVILLE,3636
78522,78,522,78730,ROCHEFORT-EN-YVELINES,945
95014,95,14,95580,ANDILLY,2628
31282,31,282,31140,LAUNAGUET,9162
59278,59,278,59320,HALLENNES-LEZ-HAUBOURDIN,4713
60494,60,494,60128,PLAILLY,1923
33478,33,478,33660,ST-SEURIN-SUR-L ISLE,3162
44136,44,136,44770,PREFAILLES,1264
45281,45,281,45320,SAINT-HILAIRE-LES-ANDRESIS,970
60402,60,402,60880,LE MEUX,2389
60636,60,636,60150,THOUROTTE,4558
64040,64,40,64570,ARETTE,1107
64198,64,198,64230,DENGUIN,1816
77232,77,232,77450,ISLES-LES-VILLENOY,1166
77435,77,435,77930,SAINT-SAUVEUR-SUR-ECOLE,1138
83110,83,110,83170,ROUGIERS,1692
14409,14,409,14810,MERVILLE FRANCEVILLE,2221
30290,30,290,30130,SAINT-PAULET-DE-CAISSON,1889
30315,30,315,30650,SAZE,2158
50615,50,615,50700,VALOGNES,7088
64538,64,538,64220,UHART-CIZE,819
84127,84,127,84830,SERIGNAN-DU-COMTAT,2934
88270,88,270,88350,LIFFOL-LE-GRAND,2185
91534,91,534,91400,SACLAY,4313
45053,45,53,45250,BRIARE,5309
05133,05,133,5330,SAINT-CHAFFREY,1576
06151,06,151,6450,UTELLE,868
14536,14,536,14600,RIVIERE-SAINT-SAUVEUR (LA),2590
30210,30,210,30260,QUISSAC,3332
34114,34,114,34150,GIGNAC,6594
38205,38,205,38250,LANS-EN-VERCORS,2795
72029,72,29,72170,BEAUMONT SUR SARTHE,1995
83116,83,116,83470,ST MAXIMIN LA STE BAUME,17592
12146,12,146,12000,LE MONASTERE,2361
17010,17,10,17690,ANGOULINS,4151
28201,28,201,28300,JOUY,2002
2A349,2A,349,20110,VIGGIANELLO,864
31048,31,48,31450,BAZIEGE,3453
33138,33,138,33230,COUTRAS,8732
33402,33,402,33220,SAINTE-FOY-LA-GRANDE,2658
50066,50,66,50610,JULLOUVILLE,2446
64522,64,522,64260,SEVIGNACQ MEYRACQ,545
69291,69,291,69360,SAINT-SYMPHORIEN-D'OZON,5845
18005,18,5,18500,ALLOUIS,1089
26211,26,211,26130,MONTSEGUR-SUR-LAUZON,1375
71486,71,486,71230,SAINT VALLIER,8748
78354,78,354,78200,MAGNANVILLE,6308
83139,83,139,83690,TOURTOUR,600
26179,26,179,26600,MERCUROL-VEAUNES,2788
38140,38,140,38920,CROLLES,8549
44194,44,194,44880,SAUTRON,8644
47004,47,4,47190,AIGUILLON,4562
85001,85,1,85460,AIGUILLON-SUR-MER (L ),2096
88201,88,201,88390,GIRANCOURT,914
06099,06,99,6260,PUGET-THENIERS,1921
25388,25,388,25200,MONTBELIARD,26365
30179,30,179,30490,MONTFRIN,3215
33389,33,389,33820,SAINT-CIERS-SUR-GIRONDE,3063
34116,34,116,34790,GRABELS,8897
38187,38,187,38450,LE GUA,1821
44217,44,217,44360,VIGNEUX DE BRETAGNE,6305
51346,51,346,51700,MAREUIL-LE-PORT,1175
59172,59,172,59220,DENAIN,19999
62427,62,427,62110,HENIN-BEAUMONT,26366
74309,74,309,74580,VIRY,5497
78474,78,474,78910,ORVILLIERS,936
83082,83,82,83131,MONTFERRAT,1549
28116,28,116,28190,COURVILLE SUR EURE,2892
39453,39,453,39170,RAVILLOLES,465
33268,33,268,33460,MARGAUX CANTENAC,2907
43205,43,205,43240,SAINT JUST MALMONT,4285
76325,76,325,76970,GREMONVILLE,443
05072,05,72,5500,LAYE,250
29256,29,256,29550,SAINT-NIC,780
33397,33,397,33560,SAINTE EULALIE,4914
35326,35,326,35490,SENS-DE-BRETAGNE,2607
38126,38,126,38700,CORENC,4205
54542,54,542,54910,VALLEROY,2357
71073,71,73,71150,CHAGNY,5608
34173,34,173,34150,MONTPEYROUX,1384
50410,50,410,50170,PONTORSON,4396
54518,54,518,54470,THIAUCOURT-REGNIEVILLE,1120
71479,71,479,71200,SAINT SERNIN DU BOIS,1794
02318,02,318,2670,FOLEMBRAY,1399
34163,34,163,34570,MONTARNAUD,4099
38316,38,316,38230,PONT-DE-CHERUY,6024
51262,51,262,51300,FRIGNICOURT,1849
74016,74,16,74160,ARCHAMPS,2644
76141,76,141,76110,BREAUTE,1372
77453,77,453,77115,SIVRY-COURTRY,1169
88367,88,367,88700,RAMBERVILLERS,5231
01135,01,135,1170,CROZET,2235
10123,10,123,10500,DIENVILLE,889
22225,22,225,22970,PLOUMAGOAR,5522
30221,30,221,30150,ROQUEMAURE,5611
30263,30,263,30170,ST HIPPOLYTE DU FORT,3942
31184,31,184,31130,FLOURENS,2094
33195,33,195,33690,GRIGNOLS,1205
33539,33,539,33870,VAYRES,4176
34209,34,209,34420,PORTIRAGNES,3168
50412,50,412,50580,PORT-BAIL-SUR-MER,2624
54483,54,483,54210,SAINT-NICOLAS-DE-PORT,7490
60119,60,119,60170,CAMBRONNE LES RIBECOURT,1981
69298,69,298,69780,TOUSSIEU,3216
88198,88,198,88430,GERBEPAL,613
95594,95,594,95270,SEUGY,1039
26247,26,247,26240,PONSAS,539
35195,35,195,35440,MONTREUIL-SUR-ILLE,2425
35347,35,347,35450,VAL-D'IZE,2637
44032,44,32,44330,CHAPELLE-HEULIN (LA),3406
48009,48,9,48130,PEYRE EN AUBRAC,2373
51029,51,29,51190,AVIZE,1914
59071,59,71,59235,BERSEE,2310
70116,70,116,70400,CHAGEY,629
74176,74,176,74290,MENTHON-SAINT-BERNARD,1954
77425,77,425,77630,SAINT-MARTIN-EN-BIERE,758
88253,88,253,88000,JEUXEY,699
34207,34,207,34810,POMEROLS,2240
35250,35,250,35230,SAINT-ARMEL,2245
45061,45,61,45120,CEPOY,2472
50236,50,236,50250,LA HAYE,4089
72084,72,84,72200,CLERMONT CREANS,1294
74137,74,137,74570,GROISY,4047
76743,76,743,76360,VILLERS ECALLES,1784
78143,78,143,78117,CHATEAUFORT,1462
